date,iso_a3,currency_code,name,local_price,dollar_ex,dollar_price
7/1/2009,RUS,RUB,Russia,67,32.7959,2.042938294
7/1/2009,SAU,SAR,Saudi Arabia,11,3.7504,2.933020478
7/1/2009,SGP,SGD,Singapore,4.22,1.4645,2.881529532
7/1/2009,SWE,SEK,Sweden,39,7.90915,4.930997642
7/1/2009,THA,THB,Thailand,64.49,34.165,1.887604273
7/1/2009,TUR,TRY,Turkey,5.65,1.55005,3.645043708
7/1/2009,TWN,TWD,Taiwan,75,33.1755,2.260704436
7/1/2009,UKR,UAH,Ukraine,14,7.66,1.82767624
7/1/2009,URY,UYU,Uruguay,61,23.17,2.632714717
7/1/2009,USA,USD,United States,3.57,1,3.57
7/1/2009,ZAF,ZAR,South Africa,17.95,8.2805,2.167743494
1/1/2010,ARE,AED,UAE,11,3.673,2.994827117
1/1/2010,ARG,ARS,Argentina,7,3.7985,1.842832697
1/1/2010,AUS,AUD,Australia,4.35,1.09355,3.977870239
1/1/2010,BRA,BRL,Brazil,8.2,1.7233,4.75831254
1/1/2010,CAN,CAD,Canada,4.12,1.0368,3.973765432
1/1/2010,CHE,CHF,Switzerland,6.5,1.03115,6.303641565
1/1/2010,CHL,CLP,Chile,1600,503.1,3.18028225
1/1/2010,CHN,CNY,China,12.5,6.8272,1.830911648
1/1/2010,COL,COP,Colombia,8200,2095.6,3.912960489
1/1/2010,CRI,CRC,Costa Rica,2050,582.57,3.518890434
1/1/2010,CZE,CZK,Czech Republic,67.64,18.21005,3.714432415
1/1/2010,DNK,DKK,Denmark,30.94,5.16195,5.99385891
1/1/2010,EGY,EGP,Egypt,13,5.465,2.378774016
1/1/2010,EUZ,EUR,Euro area,3.36,0.693649638,4.843943997
1/1/2010,GBR,GBP,Britain,2.29,0.623752495,3.671328
1/1/2010,HKG,HKD,Hong Kong,14.8,7.75655,1.908064797
1/1/2010,HUN,HUF,Hungary,720,186.6508,3.857470742
1/1/2010,IDN,IDR,Indonesia,20900,9320,2.24248927
1/1/2010,ISR,ILS,Israel,14.9,3.7325,3.991962492
1/1/2010,JPN,JPY,Japan,320,91.54,3.495739567
1/1/2010,KOR,KRW,South Korea,3400,1140.5,2.981148619
1/1/2010,LKA,LKR,Sri Lanka,210,114.86,1.828312729
1/1/2010,MEX,MXN,Mexico,32,12.81375,2.497317335
1/1/2010,MYS,MYR,Malaysia,7.05,3.3875,2.081180812
1/1/2010,NOR,NOK,Norway,40,5.69555,7.023026749
1/1/2010,NZL,NZD,New Zealand,4.9,1.35685,3.611305598
1/1/2010,PAK,PKR,Pakistan,200,82.6,2.421307506
1/1/2010,PER,PEN,Peru,8.056,2.8705,2.806479707
1/1/2010,PHL,PHP,Philippines,101.52,45.92,2.210801394
1/1/2010,POL,PLN,Poland,8.1,2.83565,2.85648793
1/1/2010,RUS,RUB,Russia,70,29.927,2.339024961
1/1/2010,SAU,SAR,Saudi Arabia,10,3.7502,2.666524452
1/1/2010,SGP,SGD,Singapore,4.45,1.39555,3.188706961
1/1/2010,SWE,SEK,Sweden,39,7.0821,5.506841191
1/1/2010,THA,THB,Thailand,70,33.135,2.11256979
1/1/2010,TUR,TRY,Turkey,5.65,1.47455,3.831677461
